timestamp,symbol,tipo,resultado,simulada,mensaje
2025-10-16T08:13:58.849352,ZKCUSDT,simulada,creada,True,
2025-10-16T08:13:58.849352,ZKCUSDT,simulada,creada,True,
2025-10-16T08:24:56.487279,NMRUSDT,simulada,creada,True,
2025-10-16T08:26:05.322096,ZKCUSDT,monitoreo,cerrado,False,🔴 ZKCUSDT cerrado — Stop Loss alcanzado. Δ%=-10.66 | Score=0.50 | Confluencia=0.30
2025-10-16T08:13:58.849352,ZKCUSDT,simulada,creada,True,
2025-10-16T08:24:56.487279,NMRUSDT,simulada,creada,True,
2025-10-16T08:26:05.322096,ZKCUSDT,monitoreo,cerrado,False,🔴 ZKCUSDT cerrado — Stop Loss alcanzado. Δ%=-10.66 | Score=0.50 | Confluencia=0.30
2025-10-16T13:48:05.580450,NMRUSDT,monitoreo,cerrado,True,🟢 NMRUSDT cerrado — Take Profit alcanzado. Δ%=-1.91 | Score=0.50 | Confluencia=0.50
2025-10-16T08:13:58.849352,ZKCUSDT,simulada,creada,True,
2025-10-16T08:24:56.487279,NMRUSDT,simulada,creada,True,
2025-10-16T08:26:05.322096,ZKCUSDT,monitoreo,cerrado,False,🔴 ZKCUSDT cerrado — Stop Loss alcanzado. Δ%=-10.66 | Score=0.50 | Confluencia=0.30
2025-10-16T13:48:05.580450,NMRUSDT,monitoreo,cerrado,True,🟢 NMRUSDT cerrado — Take Profit alcanzado. Δ%=-1.91 | Score=0.50 | Confluencia=0.50
2025-10-16T08:13:58.849352,ZKCUSDT,simulada,creada,True,
2025-10-16T08:24:56.487279,NMRUSDT,simulada,creada,True,
2025-10-16T08:26:05.322096,ZKCUSDT,monitoreo,cerrado,False,🔴 ZKCUSDT cerrado — Stop Loss alcanzado. Δ%=-10.66 | Score=0.50 | Confluencia=0.30
2025-10-16T13:48:05.580450,NMRUSDT,monitoreo,cerrado,True,🟢 NMRUSDT cerrado — Take Profit alcanzado. Δ%=-1.91 | Score=0.50 | Confluencia=0.50
2025-10-16T08:13:58.849352,ZKCUSDT,simulada,creada,True,
2025-10-16T08:24:56.487279,NMRUSDT,simulada,creada,True,
